text_index,true_equation,gpm_equation,mlp_y,gpm_y,mlp_rel_err,gpm_rel_err,mlp_train_time,gpm_train_time
597,sin(0.79*x1-0.74),"sin(sin(add(-0.973, X0)))","[1.07617843 1.10260519 1.13054714 1.17420087 1.2178546  1.26150833
 1.30516206 1.34881579 1.39246952 1.43612326 1.47977699 1.52343072
 1.56708445 1.61073818 1.65439191 1.69804564 1.74169937 1.7853531
 1.82900683 1.87266056 1.9163143  1.95996803 2.00362176 2.04727549
 2.09092922 2.13458295 2.17823668 2.22189041 2.26554414 2.30919787]","[ 0.75082754  0.71201953  0.66501151  0.60945993  0.54526136  0.47261903
  0.39208894  0.3045982   0.21143142  0.11418376  0.01468352 -0.08510888
 -0.18321573 -0.27775863 -0.36706468 -0.44975176 -0.52478484 -0.59149947
 -0.64959246 -0.69908333 -0.7402529  -0.77356697 -0.79959332 -0.81891982
 -0.83208022 -0.83949259 -0.84141403 -0.8379139  -0.8288667  -0.81396498]",2.9964789745743334,0.2508060684238798,1.495485782623291,72.76677680015564
598,0.99*(x1-0.77)**(1/4),"sqrt(sqrt(add(-0.795, X0)))","[1.24646783 1.26549426 1.28452069 1.30354712 1.32257355 1.34159998
 1.36062641 1.37965284 1.39867927 1.4177057  1.43673213 1.45575856
 1.47478499 1.49381142 1.51283785 1.53186428 1.55089071 1.56991714
 1.58894357 1.60796999 1.62699642 1.64602285 1.66504928 1.68407571
 1.70310214 1.72212857 1.741155   1.76018143 1.77920786 1.79823429]","[1.23219068 1.24534171 1.25808883 1.27045985 1.2824797  1.29417077
 1.30555333 1.31664573 1.32746465 1.33802533 1.34834172 1.35842659
 1.36829174 1.37794801 1.38740543 1.39667332 1.4057603  1.4146744
 1.4234231  1.43201341 1.44045184 1.44874453 1.45689721 1.46491528
 1.47280381 1.48056758 1.4882111  1.49573864 1.50315421 1.51046162]",0.013806375727601584,5.1857977585904644e-05,3.1952760219573975,11.703981399536133
599,0.55-0.56*x1**2,"mul(X0, mul(X0, -0.506))","[ -4.86263781  -5.14105262  -5.4193478   -5.69764298  -5.97593815
  -6.25423333  -6.53252851  -6.81082368  -7.08911886  -7.36741404
  -7.64570921  -7.92400439  -8.20229957  -8.48059474  -8.75888992
  -9.03718509  -9.31548027  -9.59377545  -9.87207062 -10.1503658
 -10.42866098 -10.70695615 -10.98525133 -11.26354651 -11.54184168
 -11.82013686 -12.09843204 -12.37672721 -12.65502239 -12.93331757]","[ -4.8622015   -5.18095144  -5.50982043  -5.84880846  -6.19791554
  -6.55714166  -6.92648684  -7.30595105  -7.69553431  -8.09523662
  -8.50505798  -8.92499838  -9.35505782  -9.79523631 -10.24553385
 -10.70595043 -11.17648606 -11.65714074 -12.14791446 -12.64880722
 -13.15981904 -13.68094989 -14.2121998  -14.75356875 -15.30505674
 -15.86666378 -16.43838987 -17.020235   -17.61219918 -18.2142824 ]",10.251541945149194,0.4564141985698464,3.5274291038513184,74.74722719192505
600,sin(x1-0.91),"sin(add(X0, -0.904))","[ 0.34553816  0.33147755  0.31724526  0.30301296  0.28878067  0.27454838
  0.26031609  0.2460838   0.23185151  0.21761922  0.20338693  0.18915464
  0.17492235  0.16069005  0.14645776  0.13222547  0.11799318  0.10376089
  0.0895286   0.07529631  0.06106402  0.04683173  0.03259944  0.01836714
  0.00413485 -0.01009744 -0.02432973 -0.03856202 -0.05279431 -0.0670266 ]","[ 0.81069461  0.74819512  0.67821991  0.60146815  0.51870672  0.43076254
  0.33851433  0.24288379  0.14482644  0.04532203 -0.05463522 -0.15404658
 -0.25191875 -0.34727383 -0.43915907 -0.52665638 -0.60889151 -0.68504279
 -0.75434936 -0.81611872 -0.86973368 -0.91465856 -0.95044447 -0.97673385
 -0.99326404 -0.99986985 -0.9964853  -0.98314419 -0.95997984 -0.92722368]",0.46203102471749774,1.3618362097382884e-05,0.8858036994934082,40.272512674331665
601,sin(2*x1+0.42),"sin(add(add(X0, X0), 0.417))","[0.22179005 0.36880106 0.51581208 0.66282309 0.80983411 0.95684512
 1.10385613 1.25086715 1.39787816 1.54488918 1.69190019 1.8389112
 1.98592222 2.13293323 2.27994425 2.42695526 2.57396627 2.72097729
 2.8679883  3.01499932 3.16201033 3.30902134 3.45603236 3.60304337
 3.75005439 3.8970654  4.04407642 4.19108743 4.33809844 4.48510946]","[ 0.32779285  0.50895159  0.66982004  0.80398488  0.90609737  0.97208663
  0.99932185  0.98671727  0.93477539  0.84556696  0.72264844  0.57092021
  0.39643119  0.20613772  0.00762618 -0.19118939 -0.38238284 -0.5583319
 -0.71202202 -0.83732607 -0.92924858 -0.98412487 -0.99976722 -0.975552
 -0.9124446  -0.81296091 -0.68106704 -0.52202117 -0.34216397 -0.14866577]",9.225286534089461,2.155954621546179e-05,1.314096212387085,27.182717323303223
602,-0.59*x1+0.03*sqrt(-x1),"sin(mul(mul(-0.089, X0), add(0.405, X0)))","[-0.81343509 -0.8321925  -0.8509499  -0.86970731 -0.88846471 -0.90722212
 -0.92597953 -0.94473693 -0.96349434 -0.98225174 -1.00100915 -1.01976655
 -1.03852396 -1.05728137 -1.07603877 -1.09479618 -1.11355358 -1.13231099
 -1.15106839 -1.1698258  -1.18858321 -1.20734061 -1.22609802 -1.24485542
 -1.26361283 -1.28237023 -1.30112764 -1.31988505 -1.33864245 -1.35739986]","[-0.82432544 -0.8566851  -0.886808   -0.91429277 -0.93872388 -0.95967487
 -0.9767122  -0.98939974 -0.99730397 -0.99999981 -0.99707716 -0.9881481
 -0.97285469 -0.95087736 -0.92194374 -0.88583799 -0.84241027 -0.79158645
 -0.73337765 -0.66788963 -0.59533162 -0.51602444 -0.43040757 -0.33904496
 -0.24262911 -0.14198329 -0.0380614   0.06805467  0.17516074  0.28193904]",0.2954995529449317,1.4361153360796388,0.8903768062591553,15.81282377243042
603,-0.32*x1+sin(x1+0.32)-0.74,"mul(mul(-0.277, X0), add(X0, -0.781))","[-1.89175324 -1.95212985 -2.01250645 -2.07288306 -2.13325966 -2.19363627
 -2.25401287 -2.31438948 -2.37476608 -2.43514269 -2.4955193  -2.5558959
 -2.61627251 -2.67664911 -2.73702572 -2.79740232 -2.85777893 -2.91815553
 -2.97853214 -3.03890874 -3.09928535 -3.15966196 -3.22003856 -3.28041517
 -3.34079177 -3.40116838 -3.46154498 -3.52192159 -3.58229819 -3.6426748 ]","[-1.99239876 -2.14537317 -2.30389154 -2.46795388 -2.6375602  -2.81271047
 -2.99340472 -3.17964293 -3.37142511 -3.56875126 -3.77162138 -3.98003546
 -4.19399351 -4.41349553 -4.63854151 -4.86913147 -5.10526539 -5.34694328
 -5.59416513 -5.84693095 -6.10524075 -6.3690945  -6.63849223 -6.91343392
 -7.19391958 -7.47994921 -7.77152281 -8.06864037 -8.3713019  -8.6795074 ]",0.2123702402500158,8.036617617338432,0.6836824417114258,74.9861798286438
604,sin(x1),sin(exp(log(X0))),"[ 0.08910172  0.01744413 -0.05421346 -0.12587106 -0.19752865 -0.26918624
 -0.34084383 -0.41250142 -0.48415902 -0.55581661 -0.6274742  -0.69913179
 -0.77078939 -0.84244698 -0.91410457 -0.98576216 -1.05741975 -1.12907735
 -1.20073494 -1.27239253 -1.34405012 -1.41570771 -1.48736531 -1.5590229
 -1.63068049 -1.70233808 -1.77399568 -1.84565327 -1.91731086 -1.98896845]","[ 0.04158066 -0.05837414 -0.15774569 -0.2555411  -0.35078323 -0.44252044
 -0.52983614 -0.61185789 -0.68776616 -0.7568025  -0.81827711 -0.87157577
 -0.91616594 -0.95160207 -0.97753012 -0.993691   -0.99992326 -0.99616461
 -0.98245261 -0.95892427 -0.92581468 -0.88345466 -0.83226744 -0.77276449
 -0.70554033 -0.63126664 -0.55068554 -0.46460218 -0.37387666 -0.2794155 ]",0.4254399727133747,7.361444674737152e-06,0.6308259963989258,4.08944296836853
605,sqrt(x1-0.3)*sin(x1),"mul(sin(X0), sqrt(add(X0, log(sin(-0.834)))))","[ 0.17036165  0.05534943 -0.05966278 -0.17467499 -0.28968721 -0.40469942
 -0.51971163 -0.63472385 -0.74973606 -0.86474827 -0.97976048 -1.0947727
 -1.20978491 -1.32479712 -1.43980934 -1.55482155 -1.66983376 -1.78484598
 -1.89985819 -2.0148704  -2.12988261 -2.24489483 -2.35990704 -2.47491925
 -2.58993147 -2.70494368 -2.81995589 -2.9349681  -3.04998032 -3.16499253]","[ 0.06956977 -0.09939657 -0.2731943  -0.44987991 -0.62743712 -0.80380005
 -0.97687726 -1.14457623 -1.30482809 -1.45561227 -1.59498089 -1.72108246
 -1.83218471 -1.92669637 -2.00318737 -2.06040758 -2.09730358 -2.11303339
 -2.10697895 -2.07875619 -2.02822259 -1.95548203 -1.86088701 -1.74503799
 -1.60878009 -1.45319685 -1.27960143 -1.08952505 -0.88470292 -0.66705776]",0.8039177884442918,9.610437104354483e-06,0.9611358642578125,33.409621477127075
606,0.37*x1**2-0.05*x1-0.13*sin(x1),"mul(sin(sin(X0)), mul(X0, mul(X0, 0.331)))","[1.03563492 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492
 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492
 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492
 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492
 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492 1.03563492]","[ 0.13242085 -0.19803435 -0.56708671 -0.9686086  -1.39539843 -1.83965815
 -2.29349865 -2.74941464 -3.20067498 -3.64158677 -4.06760767 -4.47529872
 -4.86212718 -5.22614228 -5.56555709 -5.87827603 -6.16141095 -6.41083045
 -6.62078762 -6.78367055 -6.88991827 -6.92813927 -6.88546024 -6.74811684
 -6.50227616 -6.13505208 -5.63564397 -4.99649944 -4.21437956 -3.29119652]",46.30693756464207,1.013593187345584,1.099151849746704,74.5335795879364
607,sqrt(sin(0.3*x1-0.13)),"sin(sin(mul(X0, 0.416)))","[0.89501785 0.91816752 0.9413172  0.96446688 0.98761655 1.01076623
 1.03391591 1.05706559 1.08021526 1.10336494 1.12651462 1.14966429
 1.17281397 1.19596365 1.21911332 1.242263   1.26541268 1.28856235
 1.31171203 1.33486171 1.35801138 1.38116106 1.40431074 1.42746041
 1.45061009 1.47375977 1.49690944 1.52005912 1.5432088  1.56635847]","[0.81965273 0.82573546 0.83078877 0.83484133 0.83791702 0.84003455
 0.84120708 0.84144199 0.84074078 0.83909901 0.83650638 0.83294696
 0.8283994  0.82283738 0.81623007 0.80854267 0.79973717 0.789773
 0.77860792 0.76619889 0.75250302 0.73747859 0.72108606 0.70328913
 0.68405579 0.66335938 0.64117959 0.61750343 0.59232613 0.56565195]",0.10111475077393181,0.048046068522727095,0.7556111812591553,72.82129836082458
608,0.36*x1-0.86,"sqrt(log(sin(sqrt(exp(mul(0.717, X0))))))","[1.25909327 1.33331434 1.4075354  1.48175647 1.55597753 1.6301986
 1.70441967 1.77864073 1.8528618  1.92708286 2.00130393 2.07552499
 2.14974606 2.22396713 2.29818819 2.37240926 2.44663032 2.52085139
 2.59507245 2.66929352 2.74351458 2.81773565 2.89195672 2.96617778
 3.04039885 3.11461991 3.18884098 3.26306204 3.33728311 3.41150418]","[1.50952615 2.18780239 1.44754775 1.19435147 1.01359604 0.86371924
 0.73036104 0.606633   0.48855246 0.37347805 0.25943424 0.14475943
 0.02787946 0.09288474 0.21954123 0.35477018 0.50256845 0.66969629
 0.86969385 1.13860997 1.68871975 1.33406868 0.96500118 0.70939988
 0.49233015 0.29132046 0.0951052  0.10450272 0.31609867 0.55260069]",0.2299563735015923,0.6768170286116489,1.223304033279419,81.79301524162292
609,2.19*x1-0.08,"div(X0, 0.466)","[ 6.69450372  6.89094234  7.08738097  7.28381959  7.47090938  7.63411007
  7.79731076  7.96051146  8.12371215  8.28691284  8.45011354  8.61331423
  8.77651492  8.93971562  9.10291631  9.266117    9.4293177   9.59251839
  9.75571909  9.91891978 10.08212047 10.24532117 10.40852186 10.57172255
 10.73492325 10.89812394 11.06132463 11.22452533 11.38772602 11.55092671]","[ 6.64963662  6.86414103  7.07864544  7.29314984  7.50765425  7.72215866
  7.93666306  8.15116747  8.36567188  8.58017629  8.79468069  9.0091851
  9.22368951  9.43819391  9.65269832  9.86720273 10.08170714 10.29621154
 10.51071595 10.72522036 10.93972476 11.15422917 11.36873358 11.58323799
 11.79774239 12.0122468  12.22675121 12.44125561 12.65576002 12.87026443]",0.0057342628156569955,0.0002027101878713282,2.423530101776123,75.14016389846802
610,0.11*x1**2+0.54*x1+sqrt(x1-0.33),"div(X0, 0.703)","[4.39446537 4.53506108 4.67565679 4.80775127 4.933447   5.05914272
 5.18483845 5.31053417 5.4362299  5.56192563 5.68762135 5.81331708
 5.9390128  6.06470853 6.19040426 6.31288512 6.43245843 6.55203174
 6.67160505 6.79117837 6.91075168 7.03032499 7.1498983  7.26947161
 7.38904493 7.50861824 7.62819155 7.74776486 7.86733817 7.98691149]","[4.41145888 4.55376401 4.69606913 4.83837426 4.98067938 5.12298451
 5.26528963 5.40759476 5.54989988 5.69220501 5.83451013 5.97681526
 6.11912038 6.26142551 6.40373063 6.54603576 6.68834088 6.83064601
 6.97295113 7.11525626 7.25756138 7.39986651 7.54217164 7.68447676
 7.82678189 7.96908701 8.11139214 8.25369726 8.39600239 8.53830751]",0.010599806470811804,0.004481187081176511,1.676957368850708,75.41254663467407
611,sqrt(sin(x1+0.98)),"sqrt(sin(add(0.985, X0)))","[1.01473744 1.09850725 1.18227706 1.26604686 1.34981667 1.43358648
 1.51735629 1.6011261  1.68489591 1.76866571 1.85243552 1.93620533
 2.01997514 2.10374495 2.18751475 2.27128456 2.35505437 2.43882418
 2.52259399 2.60636379 2.6901336  2.77390341 2.85767322 2.94144303
 3.02521283 3.10898264 3.19275245 3.27652226 3.36029207 3.44406188]","[0.89986149 0.92966929 0.95403544 0.97313308 0.98708174 0.99596063
 0.99981681 0.99866998 0.99251433 0.981318   0.96501996 0.94352379
 0.91668741 0.88430668 0.84608945 0.80161317 0.75025297 0.69105084
 0.622456   0.5417383  0.44336999 0.31258498 0.04620044 0.31930707
 0.4480634  0.5454894  0.62560646 0.69375617 0.7525974  0.80364716]",3.0110565906020565,2.1549955451682104e-05,2.613332748413086,26.214889526367188
612,2.9*x1+0.07,"add(mul(X0, 0.931), add(X0, X0))","[ 8.83714603  8.91556093  8.99397582  9.07239071  9.1508056   9.2292205
  9.30763539  9.38605028  9.46446518  9.54288007  9.62129496  9.69970986
  9.77812475  9.85653964  9.93495453 10.01336943 10.09178432 10.17019921
 10.24861411 10.327029   10.40544389 10.48385878 10.56227368 10.64068857
 10.71910346 10.79751836 10.87593325 10.95434814 11.03276303 11.11117793]","[ 9.08546437  9.37854387  9.67162336  9.96470286 10.25778235 10.55086185
 10.84394134 11.13702084 11.43010034 11.72317983 12.01625933 12.30933882
 12.60241832 12.89549782 13.18857731 13.48165681 13.7747363  14.0678158
 14.36089529 14.65397479 14.94705429 15.24013378 15.53321328 15.82629277
 16.11937227 16.41245176 16.70553126 16.99861076 17.29169025 17.58476975]",0.06228743848517108,3.5328353697272254e-05,1.4629316329956055,74.94229626655579
613,0.9*x1,X0,"[3.14903657 3.22987584 3.31071511 3.39155437 3.47239364 3.54396963
 3.61479489 3.68562015 3.75644541 3.82727067 3.89809593 3.96892119
 4.03974645 4.11057171 4.18139697 4.25222223 4.32304749 4.39387275
 4.46469801 4.53552327 4.60634853 4.67717379 4.74799905 4.81882431
 4.88964957 4.96047483 5.0313001  5.10212536 5.17295062 5.24377588]","[3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8
 4.9 5.  5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]",0.0431720394239093,0.020769500511289132,2.3202080726623535,68.40453243255615
614,1.55*x1-0.34,"div(add(X0, -0.200), 0.648)","[4.47199816 4.62714756 4.78229696 4.93570861 5.07798565 5.22026268
 5.36253972 5.50481676 5.6470938  5.78937084 5.93164788 6.07392491
 6.21620195 6.35847899 6.50075603 6.64303307 6.7853101  6.92758714
 7.06986418 7.21214122 7.35441826 7.4966953  7.63897233 7.78124937
 7.92352641 8.06580345 8.20808049 8.35035753 8.49263456 8.6349116 ]","[4.47633762 4.63070419 4.78507075 4.93943732 5.09380388 5.24817045
 5.40253701 5.55690358 5.71127014 5.86563671 6.02000327 6.17436984
 6.3287364  6.48310297 6.63746953 6.7918361  6.94620267 7.10056923
 7.2549358  7.40930236 7.56366893 7.71803549 7.87240206 8.02676862
 8.18113519 8.33550175 8.48986832 8.64423488 8.79860145 8.95296801]",0.0005856563549012197,3.2792442644261647e-06,1.2352280616760254,78.38576221466064
615,-0.8*x1**2-0.51*x1+sqrt(x1-0.76)-0.02,"add(mul(X0, mul(-0.803, X0)), div(0.077, X0))","[ -7.51490745  -7.9173852   -8.31986295  -8.7223407   -9.12481846
  -9.52729621  -9.92977396 -10.33225171 -10.73472946 -11.13720721
 -11.53968496 -11.94216271 -12.34464046 -12.74711821 -13.14959596
 -13.55207371 -13.95455146 -14.35702921 -14.75950696 -15.16198471
 -15.56446246 -15.96694021 -16.36941796 -16.67558471 -16.96549538
 -17.25540605 -17.54531672 -17.83522739 -18.12513806 -18.41504873]","[ -7.69326009  -8.20001458  -8.72278468  -9.26157454  -9.81638785
 -10.38722789 -10.97409758 -11.57699952 -12.19593608 -12.83090935
 -13.48192124 -14.14897347 -14.83206762 -15.53120509 -16.24638719
 -16.97761509 -17.72488989 -18.48821256 -19.26758402 -20.0630051
 -20.87447659 -21.70199919 -22.54557356 -23.40520031 -24.28088
 -25.17261317 -26.0804003  -27.00424184 -27.94413822 -28.90008983]",30.12024868798958,0.2383474584172118,3.359294891357422,78.67087769508362
616,1.83*x1,"add(mul(X0, 0.839), X0)","[ 5.69121304  5.87535791  6.05109293  6.21164825  6.37220357  6.53275888
  6.6933142   6.85386951  7.01442483  7.17498015  7.33553546  7.49609078
  7.65664609  7.81720141  7.97775673  8.13831204  8.29886736  8.45942268
  8.61997799  8.78053331  8.94108862  9.10164394  9.26219926  9.42275457
  9.58330989  9.74386521  9.90442052 10.06497584 10.22553115 10.38608647]","[ 5.70070651  5.88460027  6.06849403  6.25238779  6.43628154  6.6201753
  6.80406906  6.98796282  7.17185658  7.35575034  7.5396441   7.72353785
  7.90743161  8.09132537  8.27521913  8.45911289  8.64300665  8.8269004
  9.01079416  9.19468792  9.37858168  9.56247544  9.7463692   9.93026295
 10.11415671 10.29805047 10.48194423 10.66583799 10.84973175 11.03362551]",0.0012704767558707265,9.897267885144669e-06,1.5909926891326904,12.290720701217651
617,-sin(0.9*x1),"sin(mul(X0, -0.885))","[-0.49219583 -0.44529738 -0.39839894 -0.35150049 -0.30460204 -0.2577036
 -0.21080515 -0.16390671 -0.11700826 -0.07010982 -0.02321137  0.02368708
  0.07058552  0.11748397  0.16438241  0.21128086  0.2581793   0.30507775
  0.3519762   0.39887464  0.44577309  0.49267153  0.53956998  0.58646843
  0.63336687  0.68026532  0.72716376  0.77406221  0.82096065  0.8678591 ]","[-0.38656414 -0.30350101 -0.21806027 -0.13091126 -0.04273671  0.04577264
  0.13392342  0.22102504  0.30639517  0.38936503  0.46928463  0.54552789
  0.61749753  0.68462974  0.74639861  0.80232025  0.85195658  0.89491874
  0.93087018  0.95952926  0.98067145  0.99413114  0.99980289  0.99764225
  0.98766616  0.96995277  0.94464085  0.91192868  0.87207253  0.82538463]",0.20005870948552032,0.0015374554237930689,1.3364105224609375,11.838173389434814
618,0.49*sqrt(-x1**2),log(sqrt(exp(X0))),"[1.51672088 1.55402302 1.59132515 1.62862729 1.66592943 1.70323157
 1.7405337  1.77783584 1.81513798 1.85244012 1.88974225 1.92704439
 1.96434653 2.00164866 2.0389508  2.07625294 2.11355508 2.15085721
 2.18815935 2.22546149 2.26276363 2.30006576 2.3373679  2.37467004
 2.41197218 2.44927431 2.48657645 2.52387859 2.56118073 2.59848286]","[1.55 1.6  1.65 1.7  1.75 1.8  1.85 1.9  1.95 2.   2.05 2.1  2.15 2.2
 2.25 2.3  2.35 2.4  2.45 2.5  2.55 2.6  2.65 2.7  2.75 2.8  2.85 2.9
 2.95 3.  ]",0.007352306574411177,0.00013281155923493217,0.5242743492126465,7.938619375228882
619,0.51*x1**2-0.35*x1,"mul(add(-0.757, X0), mul(0.541, X0))","[ 3.74465847  3.9712022   4.19774594  4.42428967  4.65083341  4.87737714
  5.10392088  5.33046461  5.55700834  5.78355208  6.01009581  6.23663955
  6.46318328  6.68972702  6.91627075  7.14281449  7.36935822  7.59590196
  7.82244569  8.04898942  8.27553316  8.50207689  8.72862063  8.95516436
  9.1817081   9.40825183  9.63479557  9.8613393  10.08788303 10.31442677]","[ 3.93157114  4.23158986  4.54243321  4.86410117  5.19659375  5.53991094
  5.89405275  6.25901917  6.63481021  7.02142587  7.41886614  7.82713103
  8.24622053  8.67613465  9.11687339  9.56843674 10.03082471 10.50403729
 10.98807449 11.4829363  11.98862274 12.50513378 13.03246944 13.57062972
 14.11961462 14.67942413 15.25005825 15.831517   16.42380035 17.02690833]",0.05698830344269443,0.0009176432928889236,1.7368924617767334,74.85577654838562
620,sqrt(x1-0.72),"sqrt(add(-0.714, X0))","[1.58298258 1.62583969 1.6686968  1.7115539  1.75441101 1.79726812
 1.84012523 1.88298233 1.92583944 1.96869655 2.01155366 2.05441076
 2.09726787 2.14012498 2.18298209 2.22583919 2.2686963  2.31155341
 2.35441052 2.39726762 2.44012473 2.48298184 2.52583894 2.56869605
 2.61155316 2.65441027 2.69726737 2.74012448 2.78298159 2.8258387 ]","[1.54461322 1.57665151 1.60805161 1.6388502  1.66908058 1.69877308
 1.72795544 1.75665306 1.78488935 1.81268585 1.8400625  1.86703776
 1.89362879 1.91985155 1.94572094 1.97125087 1.99645435 2.02134361
 2.0459301  2.07022462 2.09423733 2.11797781 2.14145511 2.1646778
 2.18765399 2.21039137 2.23289722 2.25517848 2.27724175 2.2990933 ]",0.01987135119079261,3.6660507166795956e-06,5.567187547683716,18.8588125705719
621,sqrt(x1-0.67),"sqrt(add(X0, -0.676))","[1.42843502 1.41505481 1.40167459 1.38829437 1.37491415 1.36153393
 1.34815371 1.3347735  1.32139328 1.30801306 1.29463284 1.28125262
 1.2678724  1.25449219 1.24111197 1.22773175 1.21435153 1.20097131
 1.18759109 1.17421088 1.16083066 1.14745044 1.13407022 1.12069
 1.10730978 1.09392957 1.08054935 1.06716913 1.05378891 1.04040869]","[1.5570068  1.5887952  1.61995993 1.65053633 1.68055651 1.71004976
 1.73904289 1.76756052 1.79562529 1.82325812 1.85047837 1.87730397
 1.90375161 1.92983683 1.95557413 1.98097708 2.00605837 2.03082992
 2.05530294 2.07948796 2.10339492 2.12703319 2.15041163 2.17353863
 2.19642213 2.21906967 2.24148839 2.26368509 2.28566624 2.30743801]",0.1439803238757381,2.999155179213806e-06,2.827787160873413,7.946348428726196
622,2.62*x1-0.6,"add(X0, mul(X0, X0))","[11.61607329 11.9487218  12.28137031 12.61401881 12.94666732 13.27931583
 13.61196433 13.94461284 14.27726135 14.60990985 14.94255836 15.27520687
 15.60785537 15.94050388 16.27315239 16.60580089 16.9384494  17.27109791
 17.60374641 17.93639492 18.26904342 18.60169193 18.93434044 19.26698894
 19.59963745 19.93228596 20.26493446 20.59758297 20.93023148 21.26287998]","[12.71 13.44 14.19 14.96 15.75 16.56 17.39 18.24 19.11 20.   20.91 21.84
 22.79 23.76 24.75 25.76 26.79 27.84 28.91 30.   31.11 32.24 33.39 34.56
 35.75 36.96 38.19 39.44 40.71 42.  ]",0.06883886382566269,0.021223586693432706,3.528765916824341,72.26558423042297
623,0.37*x1**3+0.49*x1,"mul(mul(X0, X0), sqrt(add(X0, -0.148)))","[15.64626004 15.89159579 16.13693154 16.37714792 16.61202491 16.8469019
 17.08177888 17.31665587 17.55153286 17.78640985 18.02128684 18.25616382
 18.49104081 18.7259178  18.96079479 19.19567178 19.43054877 19.66542575
 19.90030274 20.13517973 20.37005672 20.60493371 20.83981069 21.07468768
 21.30956467 21.54444166 21.77931865 22.01419564 22.24907262 22.48394961]","[16.51089541 17.88881785 19.33351147 20.84602114 22.42737584 24.07858943
 25.80066124 27.5945767  29.46130792 31.4018142  33.41704252 35.50792801
 37.67539437 39.92035432 42.24370992 44.646353   47.12916544 49.69301955
 52.33877834 55.06729582 57.87941727 60.77597952 63.75781119 66.82573291
 69.98055758 73.22309055 76.55412985 79.97446639 83.4848841  87.08616019]",0.3311039596368603,0.007692143141291981,10.693243741989136,76.09445881843567
624,-0.29*x1,"div(mul(X0, -0.201), sqrt(-0.470))","[-0.9108227  -0.93994968 -0.96907665 -0.99820363 -1.0273306  -1.05645758
 -1.08558455 -1.11471153 -1.1438385  -1.17296548 -1.20209245 -1.23121943
 -1.26034641 -1.28947338 -1.31860036 -1.34772733 -1.37685431 -1.40598128
 -1.43510826 -1.46423523 -1.49336221 -1.52248919 -1.55161616 -1.58074314
 -1.60987011 -1.63899709 -1.66812406 -1.69725104 -1.72637801 -1.75550499]","[-0.91100126 -0.9403884  -0.96977553 -0.99916267 -1.02854981 -1.05793695
 -1.08732408 -1.11671122 -1.14609836 -1.1754855  -1.20487263 -1.23425977
 -1.26364691 -1.29303405 -1.32242118 -1.35180832 -1.38119546 -1.4105826
 -1.43996973 -1.46935687 -1.49874401 -1.52813115 -1.55751828 -1.58690542
 -1.61629256 -1.6456797  -1.67506683 -1.70445397 -1.73384111 -1.76322824]",7.964694107296068e-05,2.310778475294133e-05,0.39356040954589844,8.241703987121582
625,0.23*x1**2+0.85*x1,"div(sqrt(mul(sqrt(X0), mul(X0, X0))), 0.909)","[1.98080336 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336
 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336
 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336
 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336
 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336 1.98080336]","[ 4.52349083  4.70661928  4.89118423  5.0771529   5.26449421  5.45317861
  5.64317803  5.83446572  6.02701615  6.22080497  6.41580887  6.61200555
  6.80937365  7.00789268  7.20754295  7.40830555  7.6101623   7.81309569
  8.01708885  8.22212551  8.42818998  8.63526711  8.84334226  9.05240126
  9.26243042  9.47341647  9.68534658  9.89820829 10.11198953 10.32667858]",0.57435762516258,0.025433154240070963,0.6403155326843262,78.9708788394928
626,-0.57*x1**3,"mul(log(exp(mul(X0, 0.889))), mul(mul(X0, 0.889), mul(X0, -0.719)))","[-16.66970628 -18.05034409 -19.43098189 -20.80646062 -21.548709
 -22.29095739 -23.03320577 -23.77545415 -24.51770253 -25.25995091
 -26.00219929 -26.74444767 -27.48669606 -28.18443443 -28.87321474
 -29.56199506 -30.25077537 -30.93955568 -31.628336   -32.31711631
 -33.00589663 -33.69467694 -34.38345725 -35.07223757 -35.76101788
 -36.4497982  -37.13857851 -37.82735882 -38.51613914 -39.20491945]","[ -16.93606946  -18.62848256  -20.43004693  -22.34417355  -24.37427338
  -26.5237574   -28.7960366   -31.19452195  -33.72262443  -36.38375501
  -39.18132467  -42.11874439  -45.19942515  -48.42677792  -51.80421368
  -55.3351434   -59.02297807  -62.87112866  -66.88300614  -71.0620215
  -75.41158571  -79.93510976  -84.6360046   -89.51768123  -94.58355062
  -99.83702375 -105.28151159 -110.92042512 -116.75717531 -122.79517316]",1572.0396508482268,0.001166461033408416,5.5596840381622314,39.51338601112366
